Word,GPT_Fam_dominant,GPT_Fam_probs,Multilex_Zipf,Type,Subtype_MWE
trade magazines,5,5.19,NA,MWE,
trade mark,6,6.18,NA,MWE,
trade monopoly,5,5.23,NA,MWE,
trade name,5,5.25,NA,MWE,
trade names,5,5.30,NA,MWE,
trade newspaper,4,3.96,NA,MWE,
trade off,6,6.06,NA,MWE,
trade off against,6,5.76,NA,MWE,
trade off for,5,4.95,NA,MWE,
trade on,5,4.50,NA,MWE,
trade papers,4,3.67,NA,MWE,
trade places,6,5.95,NA,MWE,
trade policy,6,6.05,NA,MWE,
trade price,5,5.28,NA,MWE,
trade prices,5,5.22,NA,MWE,
trade protection,5,4.91,NA,MWE,
trade route,6,6.01,NA,MWE,
trade routes,6,5.99,NA,MWE,
trade school,6,5.99,NA,MWE,
trade secret,6,5.97,NA,MWE,
trade secrets,6,5.96,NA,MWE,
trade show,6,5.96,NA,MWE,
trade shows,6,5.96,NA,MWE,
trade surplus,6,5.85,NA,MWE,
trade surpluses,5,5.11,NA,MWE,
trade union,6,6.22,NA,MWE,
trade unionism,5,5.05,NA,MWE,
trade unionist,5,5.04,NA,MWE,
trade unionists,5,4.96,NA,MWE,
trade unions,6,6.44,NA,MWE,
trade up,5,5.10,NA,MWE,
trade war,6,5.99,NA,MWE,
trade wars,6,5.84,NA,MWE,
trade wind,4,4.31,NA,MWE,
trade winds,5,4.97,NA,MWE,
tradeable,5,4.74,NA,W,
trade-balance,5,4.78,NA,WhW,
traded,6,6.38,3.82,W,
traded options,4,4.16,NA,MWE,
trade-deficit,5,5.23,NA,WhW,
trade-in,6,5.73,NA,WhW,
trade-ins,5,5.08,NA,WhW,
trademark,6,6.44,3.35,W,
trade-mark,6,6.01,NA,WhW,
trademarked,6,5.75,2.25,W,
trademarking,5,5.06,1.28,W,
trademarks,6,6.18,2.42,W,
trade-marks,6,5.67,NA,WhW,
trade-name,4,4.35,NA,WhW,
tradeoff,6,5.98,2.01,W,
trade-off,6,6.05,NA,WhW,
tradeoffs,6,5.87,1.33,W,
trade-offs,6,6.01,NA,WhW,
trader,6,6.04,3.50,W,
trader joe,6,6.29,NA,MWE,
trade-related,5,5.10,NA,WhW,
traders,6,6.12,3.42,W,
traders',6,5.53,NA,W,
trader's,6,5.51,NA,W,
trades,6,6.07,3.44,W,
trades',6,5.59,NA,W,
trades union,5,4.62,NA,MWE,
trades unionist,3,3.51,NA,MWE,
trades unionists,4,3.78,NA,MWE,
trades unions,6,5.71,NA,MWE,
trade-show,5,5.24,NA,WhW,
tradesman,5,5.10,2.50,W,
tradesmen,5,5.13,2.48,W,
tradesmen's,4,4.20,NA,W,
tradespeople,5,4.96,1.77,W,
tradesperson,5,5.05,0.55,W,
trade-surplus,4,4.24,NA,WhW,
tradeswoman,4,3.69,0.55,W,
trades-workers,4,4.30,NA,WhW,
trade-union,6,6.13,NA,WhW,
trade-unionist,4,4.49,NA,WhW,
trade-up,4,3.71,NA,WhW,
trade-wind,4,3.75,NA,WhW,
trade-winds,5,4.52,NA,WhW,
tradin',4,3.71,NA,W,
trading,6,6.44,4.07,W,
trading card,6,6.16,NA,MWE,
trading cards,6,6.10,NA,MWE,
trading floor,5,5.34,NA,MWE,
trading floors,5,4.98,NA,MWE,
trading partner,6,5.90,NA,MWE,
trading post,5,4.97,NA,MWE,
trading posts,5,5.19,NA,MWE,
trading-post,4,4.23,NA,WhW,
tradition,7,6.96,4.30,W,
traditional,7,6.97,4.30,W,
traditional art,6,5.99,NA,MWE,
traditional marriage,6,5.95,NA,MWE,
traditional medicine,6,6.32,NA,MWE,
traditional owner,4,3.78,NA,MWE,
traditional owners,5,4.64,NA,MWE,
traditionalism,4,4.46,1.66,W,
traditionalist,5,4.92,2.30,W,
traditionalists,5,4.93,2.13,W,
traditionally,7,6.80,3.46,W,
traditions,7,6.73,3.77,W,
tradition's,6,5.99,NA,W,
traffic,7,7.00,4.59,W,
traffic calming,5,4.56,NA,MWE,
traffic circle,6,6.24,NA,MWE,
traffic circles,6,6.28,NA,MWE,
traffic cone,6,6.50,NA,MWE,
traffic control,6,6.44,NA,MWE,
traffic cop,6,6.50,NA,MWE,
traffic court,5,5.49,NA,MWE,
traffic courts,5,5.09,NA,MWE,
traffic island,6,5.99,NA,MWE,
traffic islands,6,5.82,NA,MWE,
traffic jam,7,6.98,NA,MWE,
traffic jams,7,6.92,NA,MWE,
traffic lane,7,6.82,NA,MWE,
traffic light,7,7.00,NA,MWE,
traffic lights,7,7.00,NA,MWE,
traffic offence,6,5.80,NA,MWE,
traffic pattern,6,5.85,NA,MWE,
traffic patterns,6,6.03,NA,MWE,
traffic queue,5,5.37,NA,MWE,
traffic sign,7,6.97,NA,MWE,
traffic signal,7,6.98,NA,MWE,
traffic signal box,5,5.48,NA,MWE,
traffic signals,7,6.98,NA,MWE,
traffic signs,7,6.97,NA,MWE,
traffic slowdown,6,5.83,NA,MWE,
traffic ticket,7,6.88,NA,MWE,
traffic warden,6,5.82,NA,MWE,
traffic wardens,6,6.02,NA,MWE,
traffic warning light,6,6.17,NA,MWE,
traffic_jam,6,6.37,NA,W,
traffic-clogged,4,4.02,NA,WhW,
traffic-control,6,5.98,NA,WhW,
traffic-cop,6,5.88,NA,WhW,
traffic-jam,7,6.82,NA,WhW,
trafficked,5,5.39,2.59,W,
trafficker,5,5.24,2.83,W,
traffickers,6,5.70,3.04,W,
trafficking,6,6.06,3.69,W,
traffic-law,5,4.93,NA,WhW,
traffic-light,7,6.98,NA,WhW,
traffic-lights,7,6.99,NA,WhW,
traffics,5,5.40,2.07,W,
traffic-sign,6,6.18,NA,WhW,
traffic-signal,7,6.75,NA,WhW,
tragedies,6,6.18,3.17,W,
tragedy,7,6.85,4.21,W,
tragedys,3,3.64,0.37,W,
tragedy's,6,5.64,NA,W,
tragic,6,6.38,4.11,W,
tragic death,6,6.03,NA,MWE,
tragic flaw,5,4.96,NA,MWE,
tragic flaws,5,5.15,NA,MWE,
tragic irony,5,4.80,NA,MWE,
tragically,6,5.98,3.30,W,
tragicomedy,4,3.63,1.47,W,
trail,6,6.16,4.42,W,
trail away,4,4.25,NA,MWE,
trail behind,6,5.68,NA,MWE,
trail bike,5,4.52,NA,MWE,
trail bikes,5,4.71,NA,MWE,
trail head,4,4.24,NA,MWE,
trail mix,6,6.14,NA,MWE,
trail off,5,5.49,NA,MWE,
trail riding,4,4.27,NA,MWE,
trailblaze,4,3.61,0.37,W,
trailblazer,5,5.47,2.34,W,
trailblazers,5,4.96,2.18,W,
trail-blazers,5,4.74,NA,WhW,
trailblazing,5,4.96,1.98,W,
trail-blazing,5,4.97,NA,WhW,
trail-building,4,3.61,NA,WhW,
trailed,6,5.84,2.98,W,
trailed off,6,5.59,NA,MWE,
trailer,6,6.16,4.11,W,
trailer camp,4,3.98,NA,MWE,
trailer hitch,5,5.42,NA,MWE,
trailer home,6,5.98,NA,MWE,
trailer park,6,6.18,NA,MWE,
trailer parks,6,6.04,NA,MWE,
trailer trash,5,4.63,NA,MWE,
trailer truck,6,6.13,NA,MWE,
trailer trucks,6,6.12,NA,MWE,
trailer-hitch,5,4.98,NA,WhW,
trailer-park,6,5.80,NA,WhW,
trailers,6,6.04,3.11,W,
trailer's,6,5.53,NA,W,
trailer-trucks,6,5.80,NA,WhW,
trailhead,4,3.84,1.93,W,
trailing,6,5.88,3.37,W,
trails,6,6.06,3.57,W,
trail's,5,4.69,NA,W,
train,7,6.99,5.02,W,
train (practice),7,6.67,NA,MWE,
train (procession),3,3.71,NA,MWE,
train (vehicle),7,6.95,NA,MWE,
train carriage,6,5.85,NA,MWE,
train depot,5,5.05,NA,MWE,
train driver,6,5.99,NA,MWE,
train fare,6,5.91,NA,MWE,
train journey,6,5.97,NA,MWE,
train of thought,6,6.07,NA,MWE,
train set,5,4.57,NA,MWE,
train sets,5,4.63,NA,MWE,
train spotting,4,3.79,NA,MWE,
train station,7,6.98,NA,MWE,
train stations,7,6.97,NA,MWE,
train ticket,7,6.56,NA,MWE,
train track,6,6.50,NA,MWE,
train up,5,4.55,NA,MWE,
train wreck,6,5.84,NA,MWE,
trainable,5,4.77,1.76,W,
train-carriage,5,4.48,NA,WhW,
traindriver,4,3.69,NA,W,
trained,7,6.85,4.40,W,
trained nurse,6,5.76,NA,MWE,
trained worker,5,5.29,NA,MWE,
trainee,6,6.00,3.30,W,
trainees,6,5.93,2.93,W,
trainees',5,4.60,NA,W,
trainee's,5,5.36,NA,W,
traineeship,4,4.08,0.98,W,
TRAINEESHIPS,4,3.59,NA,W,
trainer,6,6.27,3.86,W,
trainer (coach),7,6.78,NA,MWE,
trainer (shoe),5,5.46,NA,MWE,
trainers,6,6.16,3.33,W,
trainer's,6,5.67,NA,W,
trainin',5,4.82,NA,W,
training,7,6.99,4.79,W,
training aids,4,4.18,NA,MWE,
training camp,6,5.95,NA,MWE,
training center,6,6.13,NA,MWE,
training college,4,4.43,NA,MWE,
training colleges,5,5.15,NA,MWE,
training course,6,6.29,NA,MWE,
training ground,6,5.93,NA,MWE,
training program,7,6.73,NA,MWE,
training school,5,5.07,NA,MWE,
training set,6,5.51,NA,MWE,
training ship,4,3.70,NA,MWE,
training shoe,6,5.78,NA,MWE,
training shoes,6,5.98,NA,MWE,
training wheel,6,5.54,NA,MWE,
training wheels,6,6.13,NA,MWE,
training-camp,5,5.10,NA,WhW,
training-mission,4,3.55,NA,WhW,
training-program,5,5.33,NA,WhW,
trainings,5,5.18,2.33,W,
training's,5,5.31,NA,W,
trainline,4,4.25,NA,W,
trains,7,6.98,4.05,W,
train's,6,5.79,NA,W,
train-station,7,6.80,NA,WhW,
traintracks,5,4.82,0.55,W,
trait,6,6.07,3.28,W,
traitor,6,6.09,4.13,W,
traitorous,4,3.94,2.78,W,
traitors,6,6.03,3.68,W,
traitor's,5,5.09,NA,W,
traits,6,6.15,3.42,W,
trajectories,5,5.02,2.46,W,
trajectory,6,5.98,3.46,W,
tram,6,5.53,3.38,W,
tram stop,6,5.52,NA,MWE,
tramadol,4,3.60,1.80,W,
tramcar,4,3.79,1.22,W,
tramcars,4,4.09,NA,W,
tram-cars,4,4.19,NA,WhW,
tramline,4,4.27,1.11,W,
tramlines,4,3.79,1.25,W,
tramp,5,5.13,3.69,W,
tramp stamp,5,4.91,NA,MWE,
tramp stamps,4,4.41,NA,MWE,
trample,6,5.65,3.08,W,
trample on,6,5.78,NA,MWE,
trampled,6,5.85,3.29,W,
tramples,5,4.98,2.00,W,
trampling,5,5.18,2.84,W,
trampoline,7,6.62,3.10,W,
trampolines,6,6.02,2.14,W,
trampolining,5,4.94,1.39,W,
tramps,5,4.78,2.98,W,
trams,6,5.88,2.56,W,
tramway,4,4.36,2.09,W,
tramways,4,3.79,1.19,W,
trance,6,5.68,3.50,W,
trance music,6,5.73,NA,MWE,
trance-like,4,4.21,NA,WhW,
trances,4,4.48,2.14,W,
tranquil,6,5.68,3.03,W,
tranquilise,4,3.89,0.67,W,
tranquilised,4,4.02,0.92,W,
tranquiliser,5,5.41,1.99,W,
tranquilisers,6,5.73,1.69,W,
tranquilising,3,3.54,0.37,W,
tranquility,6,6.06,3.12,W,
tranquilize,5,4.95,2.24,W,
tranquilized,5,4.65,2.10,W,
tranquilizer,6,5.94,3.09,W,
tranquilizer gun,5,5.01,NA,MWE,
tranquilizer-gun,5,4.56,NA,WhW,
tranquilizers,6,5.62,2.86,W,
tranquilizing,4,4.23,1.90,W,
tranquilliser,5,4.58,2.19,W,
tranquillisers,5,5.30,2.02,W,
tranquillity,6,5.59,2.67,W,
tranquillize,4,4.44,1.07,W,
tranquillized,4,3.70,0.98,W,
tranquillizer,6,5.59,2.10,W,
tranquillizers,6,5.52,1.92,W,
tranquilly,4,3.88,1.35,W,
trans,5,5.23,3.58,W,
trans fat,6,5.94,NA,MWE,
trans fats,6,5.92,NA,MWE,
trans fatty acid,5,4.94,NA,MWE,
trans gendered,3,3.73,NA,MWE,
trans man,5,5.20,NA,MWE,
trans people,6,5.95,NA,MWE,
trans person,6,5.96,NA,MWE,
trans woman,6,6.01,NA,MWE,
transact,5,4.91,2.18,W,
transacted,4,4.17,1.78,W,
transacting,4,4.39,1.64,W,
transaction,7,6.73,3.65,W,
transaction file,4,3.81,NA,MWE,
transactional,6,5.92,2.19,W,
transaction-processing,5,5.05,NA,WhW,
transactions,7,6.56,3.44,W,
transatlantic,6,5.95,2.72,W,
trans-atlantic,6,5.96,NA,WhW,
transceiver,4,3.89,2.58,W,
transcend,5,5.21,2.93,W,
transcended,5,5.01,2.58,W,
transcendence,4,4.49,2.54,W,
transcendent,5,4.65,2.78,W,
transcendental,4,3.99,2.66,W,
transcendental meditation,4,4.29,NA,MWE,
transcending,5,4.90,2.30,W,
transcends,5,5.18,2.86,W,
transcontinental,5,5.06,2.56,W,
transcribe,6,5.88,2.46,W,
transcribed,6,5.80,2.69,W,
transcriber,5,4.99,1.64,W,
transcribers,5,5.06,1.30,W,
transcribes,5,5.18,1.30,W,
transcribing,6,5.93,2.31,W,
transcript,6,6.02,3.40,W,
transcription,6,5.97,2.62,W,
transcriptionist,4,3.61,0.37,W,
transcriptions,5,5.36,1.94,W,
transcripts,6,5.99,3.19,W,
transdermal patch,4,3.61,NA,MWE,
transexual,6,5.58,1.47,W,
transexuals,5,5.08,NA,W,
trans-fat,6,6.01,NA,WhW,
trans-fatty,4,3.98,NA,WhW,
trans-fatty acid,4,4.43,NA,MWE,WhW
trans-fatty acids,5,5.16,NA,MWE,WhW
transfer,7,6.62,4.42,W,
transfer fee,5,5.27,NA,MWE,
transfer fees,6,5.76,NA,MWE,
transfer function,4,3.60,NA,MWE,
transfer learning,4,4.41,NA,MWE,
transfer list,5,4.61,NA,MWE,
transfer paper,5,4.57,NA,MWE,
transfer passenger,4,4.33,NA,MWE,
transfer payment,4,4.48,NA,MWE,
transfer payments,4,4.10,NA,MWE,
transfer student,6,5.97,NA,MWE,
transfer tax,4,4.38,NA,MWE,
transfer window,5,4.68,NA,MWE,
transfer windows,5,4.78,NA,MWE,
transferable,6,5.89,2.30,W,
transfered,6,5.63,2.52,W,
transference,4,3.58,2.94,W,
transferrable,5,4.55,1.15,W,
transferred,7,6.62,4.20,W,
transferring,6,6.16,3.51,W,
transfers,6,6.50,3.38,W,
transfixed,5,4.76,2.46,W,
transform,6,6.47,3.81,W,
transformable,4,3.73,1.15,W,
transformation,7,6.56,3.73,W,
transformational,5,5.43,2.27,W,
transformations,6,6.00,2.71,W,
transformative,6,5.73,2.48,W,
transformed,6,6.38,3.84,W,
transformer,6,5.99,3.08,W,
transformers,6,5.99,2.99,W,
transformer's,4,4.35,NA,W,
transforming,6,6.22,3.29,W,
transforms,6,6.06,3.06,W,
transfusion,6,5.78,3.20,W,
transfusions,5,5.26,2.65,W,
transgender,7,6.96,3.03,W,
transgendered,6,5.82,1.92,W,
trans-gendered,6,5.70,NA,WhW,
transgenders,6,5.51,1.58,W,
transgression,4,4.02,2.79,W,
transgressions,5,4.55,2.84,W,
transient,5,4.97,3.03,W,
transients,4,3.66,2.24,W,
transistor,6,6.00,2.77,W,
transistor radio,5,4.98,NA,MWE,
transistor-radio,5,4.48,NA,WhW,
transistors,6,5.95,2.46,W,
transit,6,6.03,3.75,W,
transit camp,4,3.62,NA,MWE,
transit line,6,5.88,NA,MWE,
transit lounge,3,3.53,NA,MWE,
transit passenger,5,4.91,NA,MWE,
transit system,6,6.02,NA,MWE,
transit van,5,5.47,NA,MWE,
transit visa,5,5.01,NA,MWE,
transit visas,5,4.87,NA,MWE,
transited,4,3.84,1.30,W,
transiting,4,4.04,1.86,W,
transition,6,6.22,3.88,W,
transition element,4,4.27,NA,MWE,
transition elements,4,4.47,NA,MWE,
transition metal,5,5.11,NA,MWE,
transition metals,5,5.10,NA,MWE,
transition period,6,5.95,NA,MWE,
transition point,5,5.02,NA,MWE,
transition points,4,4.29,NA,MWE,
transitional,6,5.85,2.89,W,
transitioned,6,6.00,2.48,W,
transitioning,6,5.97,2.75,W,
transitions,6,5.99,2.87,W,
transitive,4,4.10,1.95,W,
transitive verb,5,4.78,NA,MWE,
transitory,5,4.93,2.41,W,
transits,5,4.93,1.90,W,
translatable,5,4.65,1.22,W,
translate,7,6.95,3.79,W,
translate back,3,3.50,NA,MWE,
translate into,6,5.78,NA,MWE,
translated,7,6.59,3.68,W,
translates,6,6.18,3.21,W,
translating,6,6.20,3.21,W,
translation,7,6.94,3.80,W,
translation studies,4,3.87,NA,MWE,
translation table,4,3.95,NA,MWE,
translations,6,6.22,2.97,W,
translator,7,6.85,3.52,W,
translators,6,6.27,2.74,W,
transliterated,3,3.51,0.85,W,
translucency,4,3.69,1.62,W,
translucent,5,5.47,2.84,W,
transmissable,4,3.84,NA,W,
transmissible,5,4.76,1.67,W,
transmission,6,6.05,3.91,W,
transmission line,5,4.79,NA,MWE,
transmission lines,5,5.03,NA,MWE,
transmission shaft,4,3.73,NA,MWE,
transmission system,5,5.07,NA,MWE,
transmission time,5,4.71,NA,MWE,
transmission type,5,4.56,NA,MWE,
transmission-line,4,4.00,NA,WhW,
transmissions,6,5.95,3.21,W,
transmission's,5,5.35,NA,W,
transmit,6,6.03,3.47,W,
transmits,6,5.98,2.71,W,
transmittable,5,4.56,1.74,W,
transmitted,6,6.09,3.43,W,
transmitter,6,5.85,3.63,W,
transmitters,5,5.17,2.87,W,
transmitting,6,6.00,3.27,W,
transnational,5,5.05,2.18,W,
transpacific,4,3.57,1.30,W,
trans-Pacific,5,4.79,NA,WhW,
transparencies,4,4.13,1.74,W,
transparency,6,6.50,3.26,W,
transparent,7,6.92,3.53,W,
transparent substance,4,4.28,NA,MWE,
transparently,6,5.96,2.03,W,
transphobia,6,6.01,1.15,W,
transphobic,6,6.08,1.53,W,
transpire,4,4.09,2.23,W,
transpired,5,4.82,2.95,W,
transpires,4,4.00,2.34,W,
transpiring,4,3.87,1.79,W,
transplant,6,6.02,3.86,W,
transplantation,6,5.87,2.48,W,
transplantations,4,4.45,1.03,W,
transplanted,6,5.96,2.83,W,
transplanting,5,5.37,2.29,W,
transplants,6,5.95,3.06,W,
transponder,4,3.78,3.04,W,
transport,7,6.96,4.24,W,
transport plane,5,5.26,NA,MWE,
transport ship,5,4.97,NA,MWE,
transportable,5,4.77,1.73,W,
transportaion,5,5.03,0.55,W,
transportation,7,7.00,4.03,W,
transportation equipment,6,5.92,NA,MWE,
transportation system,7,6.88,NA,MWE,
transportations,5,5.47,1.19,W,
transportaton,6,5.05,NA,W,
transported,6,6.29,3.62,W,
transporter,6,5.56,3.54,W,
transporters,6,5.52,2.68,W,
transporting,6,6.06,3.41,W,
transports,6,6.01,3.05,W,
transport's,5,5.21,NA,W,
transpose,5,4.80,2.09,W,
transposed,5,4.74,2.18,W,
transposes,4,4.00,1.19,W,
transposing,4,3.91,1.70,W,
transsexual,6,5.82,2.76,W,
transsexuality,4,4.30,1.33,W,
transsexuals,5,4.77,2.18,W,
trans-siberian,4,3.75,NA,WhW,
transvestite,5,4.92,3.05,W,
transvestites,4,4.31,2.53,W,
Transylvania,6,5.87,NA,W,
transylvanian,4,3.88,2.25,W,
transylvanians,4,4.04,1.43,W,
trap,7,6.56,4.46,W,
trap door,6,5.52,NA,MWE,
trapdoor,5,5.10,2.78,W,
trap-door,5,4.73,NA,WhW,
trapdoors,4,4.48,1.89,W,
trap-doors,4,4.45,NA,WhW,
trapeze,5,4.82,3.02,W,
trapeze artist,5,5.02,NA,MWE,
trapeze-artist,5,4.74,NA,WhW,
trapezium,4,3.67,1.65,W,
trapezius muscle,4,3.96,NA,MWE,
trapezius muscles,4,4.03,NA,MWE,
trapezoid,6,5.78,1.98,W,
trapezoidal,4,3.74,1.35,W,
trapezoids,5,4.79,1.25,W,
trapped,7,6.82,4.40,W,
trapper,4,4.25,3.06,W,
trappers,4,4.21,2.45,W,
trapping,5,5.28,3.12,W,
trappings,4,4.06,2.84,W,
traps,6,5.70,3.80,W,
trap's,4,4.44,NA,W,
trash,7,6.99,4.42,W,
trash bag,7,6.95,NA,MWE,
trash bags,7,6.88,NA,MWE,
trash barrel,5,4.87,NA,MWE,
trash bin,7,6.82,NA,MWE,
trash can,7,7.00,NA,MWE,
trash can liner,6,5.79,NA,MWE,
trash cans,7,6.99,NA,MWE,
trash collector,6,6.35,NA,MWE,
trash compactor,6,5.70,NA,MWE,
trash container,6,5.91,NA,MWE,
trash dump,6,6.06,NA,MWE,
trash dumpster,6,6.02,NA,MWE,
trash heap,6,5.76,NA,MWE,
trash incinerator,4,4.40,NA,MWE,
trash pickup,7,6.62,NA,MWE,
trash pile,6,5.95,NA,MWE,
trash receptacle,5,4.71,NA,MWE,
trash talk,6,5.99,NA,MWE,
trash talked,6,5.89,NA,MWE,
trash talking,6,6.00,NA,MWE,
trash talks,6,5.64,NA,MWE,
trash the place,5,4.59,NA,MWE,
trash_bin,5,5.23,NA,W,
trash-bag,6,6.35,NA,WhW,
trash-bags,6,6.01,NA,WhW,
trashbin,5,5.02,0.55,W,
trash-bin,6,6.22,NA,WhW,
trash-burning,4,3.78,NA,WhW,
trashcan,7,6.82,2.55,W,
trash-can,7,6.88,NA,WhW,
trashcans,6,6.22,1.89,W,
trash-compactor,5,5.13,NA,WhW,
trashed,6,5.99,3.43,W,
trashes,5,5.43,2.06,W,
trashier,4,3.61,1.37,W,
trashing,6,5.59,2.90,W,
trashman,4,4.20,1.94,W,
trash-talking,6,5.91,NA,WhW,
trashy,6,5.87,3.11,W,
trauma,7,6.62,4.19,W,
trauma center,6,6.01,NA,MWE,
traumas,6,5.97,2.81,W,
traumatic,6,6.07,3.67,W,
traumatic brain injury,5,5.39,NA,MWE,
traumatically,4,3.67,1.22,W,
traumatic-brain-injury,5,4.86,NA,WhW,
traumatise,5,5.19,1.50,W,
traumatised,6,6.03,2.57,W,
traumatises,4,4.26,0.67,W,
traumatising,6,5.82,1.35,W,
traumatization,4,3.97,0.98,W,
traumatize,6,5.92,2.36,W,
traumatized,6,6.07,3.25,W,
traumatizes,5,5.17,1.11,W,
traumatizing,6,5.96,2.37,W,
travel,7,7.00,4.75,W,
travel abroad,7,6.88,NA,MWE,
travel agencies,7,6.62,NA,MWE,
travel agency,7,6.78,NA,MWE,
travel agent,6,6.38,NA,MWE,
travel back,6,5.84,NA,MWE,
travel bag,6,6.32,NA,MWE,
travel bargain,5,4.88,NA,MWE,
travel bureau,4,4.08,NA,MWE,
travel bureaus,4,3.91,NA,MWE,
travel by,5,4.61,NA,MWE,
travel card,6,5.65,NA,MWE,
travel cards,6,5.62,NA,MWE,
travel document,6,6.02,NA,MWE,
travel expenses,6,6.20,NA,MWE,
travel guidebook,6,6.19,NA,MWE,
travel insurance,7,6.56,NA,MWE,
travel iron,4,3.84,NA,MWE,
travel kit,6,5.82,NA,MWE,
travel light,6,5.96,NA,MWE,
travel plan,6,6.50,NA,MWE,
travel reimbursement,5,5.18,NA,MWE,
travel sickness,6,6.00,NA,MWE,
travel the world,7,6.85,NA,MWE,
travel time,7,6.88,NA,MWE,
travel to,7,6.68,NA,MWE,
travel together,6,6.19,NA,MWE,
travel warning,6,5.94,NA,MWE,
travel writer,6,5.62,NA,MWE,
travel writers,6,5.59,NA,MWE,
travel writing,6,5.59,NA,MWE,
travel writings,5,4.68,NA,MWE,
travel-agency,6,6.11,NA,WhW,
travel-agent,6,6.16,NA,WhW,
travelcard,4,4.39,1.03,W,
traveled,7,6.94,4.03,W,
traveler,7,6.90,3.60,W,
traveler check,4,4.14,NA,MWE,
travelers,7,6.53,3.60,W,
travelers',6,6.37,NA,W,
traveler's,6,6.07,NA,W,
travelers check,5,4.80,NA,MWE,
traveler's check,5,4.97,NA,MWE,
travelers checks,5,5.37,NA,MWE,
traveler's checks,5,5.20,NA,MWE,
travelin',5,4.68,NA,W,
traveling,7,7.00,4.31,W,
traveling bag,6,6.16,NA,MWE,
traveling salesman,5,4.91,NA,MWE,
traveling salesmen,5,4.76,NA,MWE,
traveling suitcase,5,5.06,NA,MWE,
travelled,7,6.97,3.69,W,
traveller,7,6.65,3.18,W,
traveller check,4,3.91,NA,MWE,
travellers,6,6.44,3.14,W,
travellers',6,5.82,NA,W,
traveller's,6,5.84,NA,W,
traveller's check,5,5.10,NA,MWE,
traveller's checks,5,5.26,NA,MWE,
travellers cheque,4,4.33,NA,MWE,
traveller's cheque,4,4.47,NA,MWE,
traveller's cheques,4,3.70,NA,MWE,
travelling,7,6.98,3.97,W,
travelling bag,6,6.32,NA,MWE,
travelling companion,6,5.65,NA,MWE,
travelling salesman,5,4.79,NA,MWE,
travelling salesmen,5,4.75,NA,MWE,
travelodge,5,4.49,1.86,W,
travelogue,4,3.77,2.12,W,
travelogues,3,3.51,1.50,W,
travel-related,6,5.96,NA,WhW,
travels,7,6.53,3.94,W,
travel's,5,4.83,NA,W,
traversal,4,3.74,0.85,W,
traverse,5,4.93,2.89,W,
traversed,5,4.73,2.35,W,
traverses,4,3.89,1.93,W,
traversing,5,4.82,2.39,W,
travesty,5,4.78,2.91,W,
travolta,3,3.62,2.76,W,
trawl,3,3.51,2.46,W,
trawler,4,4.32,2.69,W,
trawlers,4,4.03,2.24,W,
trawling,4,4.26,2.45,W,
tray,6,6.47,3.84,W,
tray holder,4,3.66,NA,MWE,
tray table,5,4.98,NA,MWE,
trays,6,6.16,3.17,W,
tray's,5,5.13,NA,W,
tray-table,5,4.78,NA,WhW,
treacherous,6,5.87,3.52,W,
treachery,5,5.17,3.36,W,
tread,6,5.53,3.56,W,
tread carefully,6,5.62,NA,MWE,
tread lightly,5,5.20,NA,MWE,
tread on,5,5.25,NA,MWE,
tread on someone's toes,4,4.12,NA,MWE,
tread water,5,5.28,NA,MWE,
tread-carefully,3,3.50,NA,WhW,
treaded,4,4.03,1.76,W,
treading,6,5.73,2.97,W,
treading water,5,5.29,NA,MWE,
treadmill,7,6.73,3.26,W,
treadmills,6,6.06,2.13,W,
treads,5,4.90,2.84,W,
tread-water,4,3.89,NA,WhW,
treason,6,6.00,3.83,W,
treasonous,5,4.56,2.59,W,
treasons,5,4.56,1.94,W,
treasure,7,6.98,4.46,W,
treasure chest,6,6.16,NA,MWE,
treasure house,4,4.04,NA,MWE,
treasure hunt,6,6.16,NA,MWE,
treasure hunts,6,6.03,NA,MWE,
treasure island,6,5.96,NA,MWE,
treasure ship,4,4.11,NA,MWE,
treasure trove,6,5.71,NA,MWE,
treasure troves,5,5.13,NA,MWE,
treasure_hunt,6,5.56,NA,W,
treasure_trove,5,4.51,NA,W,
treasure-box,5,4.61,NA,WhW,
treasure-chest,5,5.43,NA,WhW,
treasured,6,5.98,3.13,W,
treasure-filled,4,4.08,NA,WhW,
treasure-hunt,6,5.93,NA,WhW,
treasure-hunting,6,5.70,NA,WhW,
treasurer,6,5.85,3.36,W,
treasurers,5,4.96,1.82,W,
treasurer's,5,4.73,NA,W,
treasures,6,6.29,3.76,W,
treasures',6,5.58,NA,W,
treasure's,5,4.80,NA,W,
treasure-trove,5,4.65,NA,WhW,
treasuries,5,4.95,2.21,W,
treasuring,4,4.06,1.75,W,
treasury,6,6.02,3.78,W,
treasury bill,6,5.70,NA,MWE,
treasury bills,6,5.89,NA,MWE,
treasury bond,6,5.92,NA,MWE,
treasury bonds,6,5.96,NA,MWE,
treasury department,6,6.07,NA,MWE,
treasury market,5,4.65,NA,MWE,
treasury note,4,4.42,NA,MWE,
treasury notes,5,4.69,NA,MWE,
treasury stock,4,3.77,NA,MWE,
treasurys,5,4.67,NA,W,
treasury's,5,4.81,NA,W,
treat,7,6.88,4.78,W,
treat bag,5,4.63,NA,MWE,
treat like dirt,5,5.32,NA,MWE,
treat someone like dirt,6,5.71,NA,MWE,
treat something lightly,5,4.85,NA,MWE,
treat with,5,4.60,NA,MWE,
