ID,Idiom,Sentence,Acceptance (Y/N),Unaccept,Skips,Annotator,Proposed Changes
EXP1831,with a view to,She rented the apartment with a view to the ocean to enjoy serene sunsets.,Y,,,MM,
EXP1832,with a view to,He purchased the house with a view to the beautiful park.,Y,,,MM,
EXP1833,with a view to,They chose the hotel room with a view to the city skyline.,Y,,,MM,
EXP1837,move heaven and earth,"In the fantasy novel, the protagonist managed to move heaven and earth with his immense magical power.",Y,,,MM,
EXP1838,move heaven and earth,"Scientists in the dystopian future devised a machine that could move heaven and earth, altering the planet's very position in space.",Y,,,MM,
EXP1839,move heaven and earth,"The ancient deity, in his omnipotence, had the ability to move heaven and earth, reshaping reality as he saw fit.",Y,,,MM,
EXP1841,across the board,"In the chess tournament, the player moved his bishop across the board to checkmate his opponent.",Y,,,MM,
EXP1842,across the board,"As he slid the puzzle piece across the board, he realized he was about to solve the entire thing.",Y,,,MM,
EXP1847,tip the scales,The grocer carefully added apples to the scale until the added weight began to tip the scales.,Y,,,MM,
EXP1848,tip the scales,"In the physics experiment, they calculated precisely how much weight it would take to tip the scales.",Y,,,MM,
EXP1849,face to face,The two boxers came face to face in the ring.,Y,,,MM,
EXP1850,face to face,"After many years, the siblings were finally face to face again.",Y,,,MM,
EXP1851,face to face,The detective and the suspect were face to face for the first time.,Y,,,MM,
EXP1858,hold someone's hand,"As they crossed the busy street, the mother had to hold her son's hand tightly.",Y,,,MM,
EXP1859,hold someone's hand,"During the scary movie, she had to hold someone's hand to calm her nerves.",Y,,,MM,
EXP1860,hold someone's hand,He was so nervous on his first day of school that his father had to hold his hand as they walked in.,Y,,,MM,
EXP1870,cut from the same cloth,The dresses for the bridesmaids were all cut from the same cloth to ensure uniformity.,Y,,,MM,
EXP1871,cut from the same cloth,The tailor cut the suit and the coat from the same cloth.,Y,,,MM,
EXP1872,cut from the same cloth,"The quilt was beautifully designed, each square cut from the same cloth.",Y,,,MM,
EXP1876,licence to print money,"After years of research, the government finally granted him a 'licence to print money'.",Y,,,MM,"After years of waiting, the government finally granted him a 'licence to print money'."
EXP1877,licence to print money,The rare 'licence to print money' was found in the ancient ruins.,Y,,,MM,
EXP1878,licence to print money,The official showed up at his door with an unexpected gift - a 'licence to print money'.,Y,,,MM,
EXP1882,take the fifth,"After their teacher's instructions, the students knew they had to take the fifth book from the left on the third shelf.",Y,Form changed,,MM,
EXP1883,take the fifth,"To complete the puzzle, you must take the fifth piece from the pile.",Y,Form changed,,MM,
EXP1884,take the fifth,"In the treasure hunt, the clue said to take the fifth turn on the trail.",Y,Form changed,,MM,
EXP1912,on the mend,"After falling off his bike, my little brother is finally on the mend.",Y,,,MM,
EXP1913,on the mend,"Despite the serious car accident, she is on the mend and doing better every day.",Y,,,MM,
EXP1914,on the mend,The old rundown house is now on the mend after the renovation team started working on it.,Y,,,MM,
EXP1918,go all the way,"Despite the heavy snowfall, we decided to go all the way to the summit.",Y,,,MM,
EXP1919,go all the way,"To win the competition, he knew he needed to go all the way and give his best.",Y,,,MM,
EXP1920,go all the way,"Even when the hike got tough, she was determined to go all the way to the top.",Y,,,MM,
EXP1927,come with the territory,"When you purchase the large farm, the smaller plots of land around it also come with the territory.",Y,,,MM,
EXP1929,come with the territory,"The hut on top of the hill might be rustic, but breathtaking views come with the territory.",Y,,,MM,
EXP1930,the bee's knees,The photographer zoomed in to capture the bee's knees covered in pollen.,Y,,,MM,
EXP1931,the bee's knees,"During the lecture about insects, the professor spent a significant amount of time explaining the function of the bee's knees.",Y,,,MM,
EXP1932,the bee's knees,"In the biology class, the students were asked to draw a detailed diagram of the bee's knees.",Y,,,MM,
EXP1951,on the back of,She carried her young daughter on the back of her bicycle.,Y,,,MM,
EXP1952,on the back of,The artist painted a beautiful scenery on the back of an old canvas.,Y,,,MM,
EXP1953,on the back of,A note was hastily scribbled on the back of a used envelope.,Y,,,MM,
EXP1954,get a rise out of,"When he baked the bread, he didn't get a rise out of the yeast.",Y,,,MM,
EXP1956,get a rise out of,"Despite adding baking powder, she couldn't get a rise out of her cake mixture.",Y,,,MM,
EXP1975,get off the ground,The helicopter struggled to get off the ground due to the heavy cargo.,Y,,,MM,
EXP1976,get off the ground,The pilot skillfully managed to get off the ground despite the turbulent weather.,Y,,,MM,
EXP1977,get off the ground,"The kite, held by a delighted child, managed to get off the ground and danced in the sunny sky.",Y,,,MM,
EXP1978,under the table,She quickly kicked off her shoes and hid them under the table.,Y,,,MM,
EXP1979,under the table,The cat was playfully batting around a toy mouse under the table.,Y,,,MM,
EXP1980,under the table,He reached under the table to retrieve the napkin that had slipped from his lap.,Y,,,MM,
EXP1981,do someone proud,I'm confident that you'll do someone proud with your outstanding performance.,Y,,,MM,
EXP1982,do someone proud,"In the final match, John really did someone proud with his dedication and hard work.",Y,,,MM,
EXP1983,do someone proud,"Jill decided to work hard on her project, hoping she would do someone proud.",Y,,,MM,
EXP1987,down to the wire,The electrician was careful not to cut down to the wire while he was working.,Y,Form changed,,MM,
EXP1988,down to the wire,"While building the robot, they realized they needed to solder down to the wire to ensure a good connection.",Y,Form changed,,MM,
EXP1989,down to the wire,"When installing the new art piece, he made sure to drill down to the wire to securely fasten it to the wall.",Y,Form changed,,MM,
EXP1993,go the distance,"Despite the heavy rain, the marathon runners were determined to go the distance.",Y,,,MM,
EXP1994,go the distance,He was so passionate about hiking that he decided to go the distance and trek the entire Appalachian Trail.,Y,,,MM,
EXP1995,go the distance,"Even though the car was old, it could still go the distance on cross-country trips.",Y,,,MM,
EXP1996,fast and furious,"The cars raced down the track, their engines roaring in a fast and furious competition.",Y,,,MM,
EXP1997,fast and furious,"The storm was fast and furious, leaving a trail of destruction in its path.",Y,,,MM,
EXP1998,fast and furious,"The debate between the two politicians was fast and furious, with both trying to assert their points.",Y,,,MM,
EXP2008,watch this space,"The astronaut, pointing at a distant galaxy, said to his crew, 'watch this space for any changes.'",Y,,,MM,
EXP2009,watch this space,"The security guard instructed the new recruit, 'watch this space carefully, it's prone to shoplifters.'",Y,,,MM,
EXP2017,set the wheels in motion,"As soon as they reached the top of the hill, they set the wheels in motion and the car began to roll down.",Y,,,MM,
EXP2018,set the wheels in motion,He pushed the wagon forward a bit to set the wheels in motion.,Y,,,MM,
EXP2019,set the wheels in motion,"Once they loaded the supplies on the cart, they set the wheels in motion towards their camp.",Y,,,MM,
EXP2023,to the tune of,She sang the national anthem to the tune of 'America the Beautiful'.,Y,,,MM,
EXP2024,to the tune of,He wrote new lyrics to the tune of an old folk song.,Y,,,MM,
EXP2025,to the tune of,The children danced around the room to the tune of their favorite nursery rhyme.,Y,,,MM,
EXP2035,on the back burner,"After cooking the soup, she left it on the back burner to simmer.",Y,,,MM,
EXP2036,on the back burner,He placed the kettle on the back burner to keep the water warm while he prepared the rest of the meal.,Y,,,MM,
EXP2037,on the back burner,"The tea was too hot, so she moved it to the back burner to let it cool down.",Y,,,MM,
EXP2038,turn the screw,"While repairing the old rocking chair, he had to carefully turn the screw to make sure it wouldn't split the wood.",Y,,,MM,
EXP2039,turn the screw,She instructed her son to turn the screw to the right to tighten the handle on his bicycle.,Y,,,MM,
EXP2040,turn the screw,"In the dim light of the basement, he struggled to turn the screw with the rusty old screwdriver.",Y,,,MM,
EXP2047,glass ceiling,"The mansion was built with a glass ceiling in the atrium, allowing natural light to flood the room.",Y,,,MM,
EXP2048,glass ceiling,The museum had a large display under a glass ceiling that protected it from the elements.,Y,,,MM,
EXP2049,glass ceiling,"In the greenhouse, plants from all over the world flourished under the expansive glass ceiling.",Y,,,MM,
EXP2050,dead end,The narrow street finished abruptly at a dead end.,Y,,,MM,
EXP2051,dead end,We had to turn around when we realized the path led us to a dead end.,Y,,,MM,
EXP2052,dead end,The children found a dead end while exploring the maze.,Y,,,MM,
EXP2053,grass root,The gardener spent the whole morning pulling out grass root from the lawn.,Y,,,MM,
EXP2054,grass root,"Without removing the grass root, the weed keeps growing back.",Y,,,MM,
EXP2055,grass root,He noticed a worm near the grass root while digging.,Y,,,MM,
EXP2062,head hunter,"The tribesman, known in his village as the feared 'head hunter', lived in isolation due to his terrifying occupation.",Y,,,MM,
EXP2063,head hunter,"Under the eerie moonlight, the 'head hunter' prepared for his grim ritual, clutching a newly acquired trophy.",Y,,,MM,
EXP2064,head hunter,"In the museum of ancient history, there is a chilling exhibit dedicated to the 'head hunter' and the brutal practices of his era.",Y,,,MM,
EXP2065,heavy cross,The hiker struggled to carry the heavy cross up the hill for the Easter procession.,Y,,,MM,
EXP2066,heavy cross,"John spent the whole day in the workshop, crafting a heavy cross from the old oak tree.",Y,,,MM,
EXP2067,heavy cross,"The heavy cross in the old chapel was a magnificent sight, carved from solid granite.",Y,,,MM,
EXP2080,banana republic,"On our trip to Central America, we visited a real banana republic where the economy heavily relied on banana exports.",Y,,,MM,
EXP2081,banana republic,The large banana republic was bustling with workers who spent their days picking and packing the ripe fruit.,Y,,,MM,
EXP2082,banana republic,"In the heart of the banana republic, vast plantations stretched as far as the eye could see, with bunches of yellow fruit hanging from every tree.",Y,,,MM,
EXP2083,crocodile tear,The little boy was fascinated by the crocodile tear trickling down the creature's scaly cheek.,Y,,,MM,
EXP2084,crocodile tear,"As he peered into the enclosure, he could see a crocodile tear dropping into the murky water.",Y,,,MM,
EXP2085,crocodile tear,"The zookeeper explained that the crocodile tear was not a sign of sadness, but a natural bodily function.",Y,,,MM,
EXP2086,eager beaver,The eager beaver built a dam across the stream.,Y,,,MM,
EXP2087,eager beaver,An eager beaver was spotted early in the morning collecting wood for its lodge.,Y,,,MM,
EXP2089,cutting edge,"The blacksmith worked diligently, constantly shaping and refining the cutting edge of the sword.",Y,,,MM,
EXP2090,cutting edge,"The surgeon’s focus was entirely on the cutting edge of the scalpel she held, understanding the precision her job required.",Y,,,MM,
EXP2091,cutting edge,He carefully sharpened the cutting edge of the kitchen knife before beginning his cooking.,Y,,,MM,
EXP2092,melting pot,The chef dropped all the ingredients into the melting pot for his famous stew.,Y,,,MM,
EXP2093,melting pot,She carefully added the wax into the melting pot for her candle-making project.,Y,,,MM,
EXP2094,melting pot,"He watched as the metals combined in the melting pot, creating a unique alloy.",Y,,,MM,
EXP2095,hot potato,She almost dropped the hot potato because it was too warm to hold.,Y,,,MM,
EXP2096,hot potato,He burned his tongue on the hot potato he'd just taken out of the oven.,Y,,,MM,
EXP2097,hot potato,The hot potato was served with a side of sour cream and chives.,Y,,,MM,
EXP2113,monkey business,The zookeeper spent his day taking care of the monkey business at the primate enclosure.,Y,,,MM,
EXP2114,monkey business,She was fascinated by the monkey business going on in the jungle during her safari tour.,Y,,,MM,
EXP2115,monkey business,Documenting the monkey business for his research was part of the primatologist's daily routine.,Y,,,MM,
EXP2119,big cheese,The mouse scrambled excitedly towards the big cheese on the kitchen counter.,Y,,,MM,
EXP2120,big cheese,"At the farmer's market, the vendor proudly displayed his big cheese wheel to attract customers.",Y,,,MM,
EXP2121,big cheese,She had difficulty slicing the big cheese because of its hard rind.,Y,,,MM,
EXP2123,nest egg,"I climbed the tree to get a closer look, and to my surprise, I found a nest egg tucked away in the branches.",Y,,,MM,
EXP2124,nest egg,"In the early spring, you can often see a nest egg if you look closely at the trees in your backyard.",Y,,,MM,
EXP2125,big picture,The big picture hanging in the living room caught everyone's attention.,Y,,,MM,
EXP2126,big picture,She couldn't decide where to hang the big picture she had just bought.,Y,,,MM,
EXP2127,big picture,"The big picture in the museum was so mesmerizing, it took his breath away.",Y,,,MM,
EXP2128,night owl,"The night owl hooted loudly from the tree, breaking the silence of the forest.",Y,,,MM,
EXP2129,night owl,The photographer stayed up until midnight to capture a perfect shot of the elusive night owl.,Y,,,MM,
EXP2130,night owl,"The night owl, with its eyes glowing eerily, swooped down and snatched its prey.",Y,,,MM,
EXP2131,fashion plate,The antique store had a beautiful fashion plate from the Victorian era on display.,Y,,,MM,
EXP2132,fashion plate,"She carefully examined the fashion plate, admiring the intricate details of the 18th century attire.",Y,,,MM,
EXP2133,fashion plate,The fashion plate he found in the attic turned out to be a rare artifact from the French Revolution.,Y,,,MM,
EXP2134,big wig,"The costume designer stitched up a giant, powdery 'big wig' for the main character in the play.",Y,,,MM,
EXP2135,big wig,"For Halloween, she decided to wear a 'big wig' that was styled in a beehive manner.",Y,,,MM,
EXP2136,big wig,The clown at the circus was easily recognizable with his red nose and 'big wig'.,Y,,,MM,
EXP2137,flower child,The young girl planted a seed and watched it bloom into a beautiful flower child.,Y,,,MM,
EXP2138,flower child,"In the magical forest, every time a new tree grew, a flower child was born to guard it.",Y,,,MM,
EXP2139,flower child,"The nursery was filled with paintings of flower children, bringing a sense of whimsy and joy to the room.",Y,,,MM,
EXP2141,panda car,"I bought a panda car as a gift for my nephew, knowing how much he loved pandas.",Y,,,MM,
EXP2143,black box,"The black box was found in the corner of the attic, covered in dust.",Y,,,MM,
EXP2144,black box,"She carefully stored her jewelry in a small, velvet-lined black box.",Y,,,MM,
EXP2145,black box,"After the plane crash, investigators were focused on locating the aircraft's black box.",Y,,,MM,
EXP2146,foot soldier,The foot soldier trudged wearily through the muddy battlefield.,Y,,,MM,
EXP2147,foot soldier,"In the medieval times, the foot soldier was equipped with a sword and a shield for combat.",Y,,,MM,
EXP2148,foot soldier,"Despite his fatigue, the foot soldier continued his march under the harsh sun.",Y,,,MM,
EXP2149,flea market,We spent the entire Saturday rummaging through the local flea market.,Y,,,MM,
EXP2150,flea market,You never know what treasures you might find at a flea market.,Y,,,MM,
EXP2151,flea market,The flea market on 5th Street is said to have the most extensive collection of vintage vinyl records.,Y,,,MM,
EXP2152,front man,The front man of the rock band handled the crowd with effortless charisma.,Y,,,MM,
EXP2155,goose egg,The farmer carefully collected the goose egg from the nest.,Y,,,MM,
EXP2156,goose egg,The goose egg was larger than the ones laid by the chickens.,Y,,,MM,
EXP2157,goose egg,She gently placed the goose egg into the incubator.,Y,,,MM,
EXP2158,blind alley,The cat swiftly disappeared into the blind alley.,Y,,,MM,
EXP2159,blind alley,"The old house was at the end of a blind alley, making it a quiet and isolated place.",Y,,,MM,
EXP2160,blind alley,"The suspect was caught when he ran into a blind alley, leaving him with no escape.",Y,,,MM,
EXP2164,low profile,The car's low profile made it easier to navigate under the low hanging branches.,Y,,,BC,
EXP2165,low profile,The low profile design of the building helped it to withstand high winds.,Y,,,BC,
EXP2166,low profile,"His hat had a low profile, allowing him to barely duck under the doorway.",Y,,,BC,
EXP2170,blue blood,"When the squid was cut open, they were surprised to see it had blue blood.",Y,,,MM,
EXP2171,blue blood,"In the dim light of the deep sea, the creature's blue blood was visible as it battled a predator.",Y,,,MM,
EXP2172,blue blood,The scientist was amazed to see that the horseshoe crab's blue blood quickly coagulated when exposed to bacterial toxins.,Y,,,MM,
EXP2173,grandfather clock,The antique grandfather clock stood majestically in the corner of the drawing room.,Y,,,MM,
EXP2174,grandfather clock,"At midnight, the sounds of the grandfather clock chiming echoed through the silent house.",Y,,,MM,
EXP2175,grandfather clock,The ornate carvings on the grandfather clock reflected the intricate craftsmanship.,Y,,,MM,
EXP2176,blue print,The architect unfolded the blue print and began explaining the layout of the new building.,Y,,,MM,
EXP2177,blue print,"She examined the blue print closely, trying to understand the complex design of the machinery.",Y,,,MM,
EXP2178,blue print,"He held the blue print in his hands, tracing the detailed plans of the ship with his fingers.",Y,,,MM,
EXP2179,guinea pig,"My daughter just got a new pet, and it's a guinea pig.",Y,,,MM,
EXP2180,guinea pig,The guinea pig in the pet store was irresistibly cute.,Y,,,MM,
EXP2181,guinea pig,"The guinea pig was making a squeaking sound, indicating it was hungry.",Y,,,MM,
EXP2183,graveyard shift,"The new security guard was assigned the graveyard shift, spending the night patrolling the tombstones.",Y,,,MM,
EXP2184,graveyard shift,"During the graveyard shift, the night became eerily silent and the full moon cast long shadows between the graves.",Y,,,MM,
EXP2194,gravy train,The chef carefully ladled the gravy train onto the fluffy mashed potatoes.,Y,,,MM,
EXP2195,gravy train,"The highlight of the meal was the gravy train, a novel idea that involved serving gravy in a train-shaped dish.",Y,,,MM,
EXP2196,gravy train,"The gravy train, filled to the brim with rich, flavorful sauce, was the children's favorite part of the dinner.",Y,,,MM,
EXP2202,rat run,"In the subway tunnels, you could often see a rat run between the tracks.",Y,Form changed,,MM,
EXP2206,inner circle,The archaeologist examined the inner circle of the ancient stone formation.,Y,,,MM,
EXP2207,inner circle,The artist meticulously painted the inner circle of his masterpiece with vibrant colors.,Y,,,MM,
EXP2208,inner circle,"She cut the cake starting from the inner circle, moving outwards.",Y,,,MM,
EXP2212,rock bottom,The divers explored the sea and finally reached the rock bottom.,Y,,,MM,
EXP2213,rock bottom,"She fell into the well and hit the rock bottom, hurting her ankle.",Y,,,MM,
EXP2214,rock bottom,"During our mountain climbing expedition, we had to start from the rock bottom.",Y,,,MM,
EXP2215,pipe dream,The plumber had a literal pipe dream about a never-ending network of pipes.,Y,,,MM,
EXP2216,pipe dream,"After working long hours, he came home and fell asleep, having a pipe dream about a world made entirely of interconnected pipes.",Y,,,MM,
EXP2217,pipe dream,"His pipe dream was filled with intricate designs of copper and steel pipes, showcasing his love for his profession.",Y,,,MM,
EXP2218,rocket science,The principles of rocket science were thoroughly explored during the Space Race.,Y,,,MM,
EXP2219,rocket science,Understanding rocket science requires a deep knowledge of physics and mathematics.,Y,,,MM,
EXP2220,rocket science,He dedicated his entire life to studying rocket science and eventually became a renowned expert.,Y,,,MM,
EXP2221,poison pill,The detective determined that the cause of the man's sudden death was a poison pill.,Y,,,MM,
EXP2222,poison pill,"In the spy film, the double agent was given a poison pill to swallow in case he was captured.",Y,,,MM,
EXP2223,poison pill,"He found a poison pill in the criminal's pocket, confirming his suspicions of a planned assassination.",Y,,,MM,
EXP2227,shrinking violet,"In her garden, she noticed a shrinking violet that seemed to be suffering from the lack of sunlight.",Y,,,MM,
EXP2228,shrinking violet,The harsh winter conditions left the once vibrant field now filled with shrinking violets.,Y,,,MM,
EXP2229,shrinking violet,The lack of rainfall this season had led to the shrinking violets in the backyard.,Y,,,MM,
EXP2230,silver bullet,The werewolf roared in pain as the hunter lodged a silver bullet into its heart.,Y,,,MM,
EXP2231,silver bullet,"She opened the ornate box, revealing a single, gleaming silver bullet.",Y,,,MM,
EXP2232,silver bullet,"In his pocket, he carried a silver bullet, a token for protection against supernatural creatures.",Y,,,MM,
EXP2235,damp squib,"He threw the damp squib into the water, watching as it sank uneventfully.",Y,,,MM,
EXP2236,dark horse,"In the moonlight, the dark horse was barely visible against the forest backdrop.",Y,,,MM,
EXP2237,dark horse,"The dark horse galloped swiftly across the open field, its strong silhouette against the night sky was a sight to behold.",Y,,,MM,
EXP2238,dark horse,"The farmer's new pet was a dark horse, stunning against the backdrop of his white barn.",Y,,,MM,
EXP2239,ivory tower,The princess was held captive in the ivory tower at the far end of the kingdom.,Y,,,MM,
EXP2240,ivory tower,"In the middle of the dense jungle, stood an ancient ivory tower, a relic from a forgotten era.",Y,,,MM,
EXP2241,ivory tower,"They found an ivory tower in the excavation site, which seemed to be of significant historical importance.",Y,,,MM,
EXP2242,kangaroo court,"During his trip to Australia, Jack was amused by the concept of a kangaroo court, where kangaroos were amusingly 'tried' for stealing food from picnic baskets.",Y,,,MM,
EXP2243,kangaroo court,"The zookeepers set up a playful kangaroo court for children, where they could pretend to be judges and lawyers for mischievous kangaroos.",Y,,,MM,
EXP2244,kangaroo court,"In the animated show, a kangaroo court was featured in one of the episodes, where kangaroos served as funny caricatures of judges and lawyers.",Y,,,MM,
EXP2245,sitting duck,The hunter carefully aimed his rifle at the sitting duck by the edge of the pond.,Y,,,MM,
EXP2246,sitting duck,"Amid the chattering waterfowl, I spotted one sitting duck peacefully nestled in the reeds.",Y,,,MM,
EXP2247,sitting duck,"As the fog lifted off the lake, a solitary sitting duck emerged, undisturbed by the early morning chill.",Y,,,MM,
EXP2248,double cross,The painter carefully made a double cross on the canvas to mark the spot for the main figure.,Y,,,MM,
EXP2249,double cross,The treasure map showed a double cross indicating the hidden treasure.,Y,,,MM,
EXP2250,double cross,"In the middle of the courtyard, there was a double cross made of roses and tulips.",Y,,,MM,
EXP2252,smoking gun,He tossed the smoking gun on the table and looked at her with an expression of triumph.,Y,,,MM,
EXP2253,smoking gun,"In the dim light of the room, the smoking gun on the floor glinted ominously.",Y,,,MM,
EXP2257,double dutch,The children spent the afternoon playing double dutch in the park.,Y,,,MM,
EXP2258,double dutch,She was so good at double dutch that she competed in a national competition.,Y,,,MM,
EXP2259,double dutch,Learning to jump double dutch was a rite of passage in their neighborhood.,Y,,,MM,
EXP2266,snake oil,The merchant at the fair was selling bottles of snake oil as a traditional remedy.,Y,,,MM,
EXP2267,snake oil,My grandfather claimed that the snake oil he bought from the market helped him cure his arthritis.,Y,,,MM,
EXP2268,snake oil,She was so fascinated by the concept of Eastern medicine that she bought a vial of snake oil.,Y,,,MM,
EXP2281,smoke screen,The firefighters used a smoke screen to obscure the view of the burning building from the crowd.,Y,,,MM,
EXP2282,smoke screen,"During the military exercise, the soldiers deployed a smoke screen to camouflage their movements.",Y,,,MM,
EXP2283,smoke screen,The magician filled the stage with a smoke screen to perform his disappearing act.,Y,,,MM,
EXP2284,swan song,"The beautiful, mournful cry echoed through the stillness of the night; it was the swan song.",Y,,,MM,
EXP2285,swan song,"He quietly sat by the serene lake, absorbed in the enchanting sound of the swan song.",Y,,,MM,
EXP2286,swan song,The ethereal melody that filled the air was nothing less than the swan song.,Y,,,MM,
EXP2293,nut case,The squirrel swiftly hid the nut case under a pile of leaves.,Y,,,MM,
EXP2294,nut case,"He found a small nut case in the tree trunk, probably stashed there by a forgetful squirrel.",Y,,,MM,
EXP2295,nut case,The bird pecked at the nut case but couldn't get it open.,Y,,,MM,
EXP2296,old flame,"The old flame flickered in the fireplace, casting long shadows on the stone walls.",Y,,,MM,
EXP2297,old flame,She found comfort in the warmth radiating from the old flame in the antique lantern.,Y,,,MM,
EXP2298,old flame,"Despite the wind, the old flame from the candle still danced, illuminating the room with its gentle glow.",Y,,,MM,
EXP2299,old hat,My grandfather always wore his old hat when he went fishing.,Y,,,MM,
EXP2300,old hat,"The attic was filled with various items, including an old hat that looked like it belonged to a different era.",Y,,,MM,
EXP2301,old hat,"Hidden in the dusty box, I found an old hat that belonged to my great-grandfather.",Y,,,MM,
EXP2302,zebra crossing,The little girl was fascinated by the black and white stripes of the zebra crossing.,Y,,,MM,
EXP2303,zebra crossing,"Because he was not familiar with the term, he asked me to explain what a zebra crossing was.",Y,,,MM,
EXP2304,zebra crossing,It is essential to stop at a zebra crossing when pedestrians are waiting to cross.,Y,,,MM,
EXP2311,silver lining,"As the moonlight hit the cloud, it revealed a beautiful silver lining.",Y,,,MM,
EXP2312,silver lining,The artist captured the silver lining of the storm cloud in his painting.,Y,,,MM,
EXP2313,silver lining,The photographer waited patiently to capture the silver lining that appears just as the sun sets.,Y,,,MM,
EXP2317,top dog,The top dog in the neighborhood seemed to be guarding the alley all day.,Y,,,MM,
EXP2318,top dog,"In our farm, the top dog is responsible for herding the sheep.",Y,,,MM,
EXP2320,wet blanket,"After the sudden downpour, the picnic mat turned into a wet blanket.",Y,,,MM,
EXP2321,wet blanket,"She reached out to grab her coat, only to find it was nothing more than a wet blanket after the rain.",Y,,,MM,
EXP2322,wet blanket,Our beach day ended with us trying to squeeze the water out of a wet blanket.,Y,,,MM,
EXP2323,bad hat,"The heavy rainfall ruined my bad hat, turning it into an unrecognizable lump of fabric.",Y,,,MM,
EXP2324,bad hat,"During the house move, my bad hat was unfortunately squashed under a pile of heavy boxes.",Y,,,MM,
EXP2325,bad hat,"Despite its worn out appearance, there was something about that bad hat that made me reluctant to throw it away.",Y,,,MM,
EXP2326,acid test,The metallurgist performed an acid test to determine the metal's properties.,Y,,,MM,
EXP2327,acid test,The acid test on the unknown sample revealed that it was indeed gold.,Y,,,MM,
EXP2328,acid test,"Before confirming its authenticity, she decided to perform an acid test on the ancient coin.",Y,,,MM,
EXP2329,big fish,The child excitedly watched as the big fish swam in the aquarium.,Y,,,MM,
EXP2330,big fish,She caught a big fish during their fishing trip at the lake.,Y,,,MM,
EXP2331,big fish,"The big fish leapt out of the water, catching the sunlight in a spray of droplets.",Y,,,MM,
EXP2332,agony aunt,"My Aunt Mary, often called the 'agony aunt', seems to have a natural flair for advising people on their personal problems.",Y,,,MM,
EXP2335,brass ring,She admired the intricate design of the brass ring she found at the antique store.,Y,,,MM,
EXP2336,brass ring,The magician astounded the crowd by making a brass ring disappear.,Y,,,MM,
EXP2337,brass ring,The brass ring on the old door creaked as he turned it.,Y,,,MM,
EXP2341,busy bee,"The garden was full of busy bees, buzzing from one flower to another.",Y,,,MM,
EXP2342,busy bee,I stood watching the busy bees as they diligently gathered nectar.,Y,,,MM,
EXP2343,busy bee,"In the heart of summer, you could see many busy bees working around the blooming plants.",Y,,,MM,
EXP2347,closed book,"After completing the final chapter, she gently put the closed book on the table.",Y,,,MM,
EXP2348,closed book,The librarian carefully dusted off the cover of the closed book.,Y,,,MM,
EXP2349,closed book,He fell asleep with a closed book resting on his chest.,Y,,,MM,
