,Idiom,Sentence
763,put the cart before the horse,"But , we , we really need to er , put the cart before the horse , or the horse before the cart as you may say , I mean , we are now being told by the leader of the Conservative group , that er , we 're going to , we , we should be supporting the idea of amateur parish constables ."
764,bells and whistles,"So what happens if a purchaser claims that he wishes to acquire only the basic wordprocessing part of the sophisticated package , perhaps because he or she wishes the output to be compatible with a machine on which all the bells and whistles have been legitimately installed ?"
765,bells and whistles,"We ca n't put all the bells and whistles , and all the , the checks and all the consultations and design reviews onto a job which gives us a fee income of er two thousand pounds ."
766,in cold blood,But was it necessary to kill my men in cold blood ?
767,in cold blood,"He tried to keep his voice firm , but the thought of actually having to kill the man in cold blood numbed him ."
768,carrot and stick,"Erm the caravan sites act nineteen sixty eight er , paragraph fifteen did actually , I think address the provision government sites quite well , or it would have if it had actually been properly implemented in that there was a carrot and stick , there was stick or requirement"
769,carrot and stick,All organizations work on a carrot - and - stick policy .
770,down the road,"Alright , when the supply comes on to the market , you know , it may be nine months down the road if it 's an annual crop , if you 're looking at something like erm , production of cocoa , right now , a cocoa tree takes about nine years to mature , therefore alright , you 're not going to know what prices are going to be nine years down the road , you 're going to have to base your production decisions and therefore your output decisions on what prices are nearly a decade , nearly a decade ago ."
771,down the road,"And he says , ‘ Well actually I know someone down the road who 's happy to take 10 million on’ , And then you 're in business ."
772,down the road,Yeah that 's down the road .
773,heads will roll,"While the selectors have made just one change this time , it seems certain several heads will roll if Australia go two up at Lord 's ."
774,heads will roll,Sir Paul sympathises with Mr Meeks … but says it 's inevitable that heads will roll .
775,at the end of the day,"At the end of the day , there are experiences to be shared , new friends to be introduced and tans to be compared over a convivial drink ."
776,at the end of the day,"But it would be very interesting if er you had a positive er proposal or something constructive to make which we might be able to examine , but I can tell you at the end of the day money is required and this government wo n't allow to spend er , the money that er we have got er er erm at the moment that we could , er use but they wo n't let us ."
777,at the end of the day,"At the end of the day , who cares if they 're boogie boarding off Newquay or riding big waves in Scarborough ?"
778,heart and soul,"He , that he 's now a Director of this Ipswich Buses and I do n't think you can get a better man to do it because he is heart and soul in transport , he , the things that he brought in , the different innovations that he brought in were good , I mean he brought in , he brought in all this erm operated vaults and all that sort of thing and all this electronic gear that they are working now ."
779,heart and soul,"Dear God , but I gave you my heart and my very soul — '"
780,heart and soul, There is now a heart and a soul at this club .
781,pack a punch,The trick is to pack as much magnetic punch into as small an amount of seawater as possible .
782,pack a punch,"‘ Still pack a punch , do they?’"
783,pack a punch,"Sonically , this little machine packs a real punch , has a very commendable number and variety of sounds , and is a very modern - sounding drum box ."
784,eat someone alive,"First time I see him in his uniform , he looked that lovely I could 've eaten him alive ."
785,eat someone alive,""" There 's only one thing I 'd like to do , beloved , and that 's eat you alive ."
786,eat someone alive,"Little kids eat you alive , they want so much physically and emotionally.’"
787,tie the knot,TYING THE KNOT
788,tie the knot,"Bride Laura Browne , 34 , arrived to tie the knot with 38-year - old Robbie Carter in Cinderella 's glass coach , drawn by six white ponies ."
789,tie the knot,"‘ Unless there are children there 's no reason to tie the knot,’ he says ."
790,step on it,"Now with Sun Microsystems Inc doing Tsunami at $ 3,995 there 's more reason than ever to step on it ."
791,step on it,"erm but if you 're , what if you 're actually going to step on it you may as well be at work for the day ."
792,out of the picture,"A Hirst return , of course , would push Nigel Clough further out of the picture , while Parker 's return offers further options in defence , particularly at right - back where Lee Dixon is under pressure ."
793,out of the picture,"Secondly , the moment the decision to go to war was taken in Washington in November , the UN really faded out of the picture ."
794,break the ice,"They nodded , relieved that the ice was broken ."
795,break the ice,"Having broken the ice , the shy one then feels more confident to contribute on his own later ."
796,break the ice,‘ And I think they realise how I feel and this has broken the ice.’
797,pop the question,He put a ladder up to her office window to pop the question as she sat at her desk .
798,pop the question,"Jackie , 23 , of Bristol , said later she suspected 30-year - old Graham planned to pop the question when she heard about the Radio 5 link - up from Barcelona ."
799,pop the question,"‘ Oh , it 's all right , she did n't even hesitate , she as good as popped the question herself.’"
800,full speed ahead," Full speed ahead , sir ! ' called the admiral ."
801,full speed ahead,"‘ It 's full speed ahead for the seasons , and , if I can , I work 12 or 14 hours a day then , because otherwise I ca n't see myself through the quiet times ."
802,full speed ahead,Handling under power is very simple and the yacht can be brought to a stop from full speed ahead within her own overall length .
803,point the finger,"Prince Charles 's new private secretary , Commander Richard Aylard pored over the articles looking for clues while the Queen 's private secretary , Sir Robert Fellowes pointed the finger at the staff inside Kensington Palace ."
804,point the finger,That made two unwanted witnesses to point the finger at me .
805,sign on the dotted line,"But it is also plain that despite sterling 's depreciation to a rate at which it might be reasonably competitive within the Exchange Rate Mechanism , Mrs Thatcher 's team are no more ready to sign on the dotted line than they were in Madrid this summer ."
806,sign on the dotted line,SO do n't feel you 've failed if people wo n't sign on the dotted line .
807,sign on the dotted line,"He stayed overnight at his friend 's house , en route from Everton to Elland Road , and left with these words ringing in his ears : ‘ Do n't sign on the dotted line ."
808,up the ante,Burham Rally : Sponsors up the ante
809,up the ante,"HDS , which now has about ten sales staff , might be able to up the ante with a sales drive of its own ."
810,up the ante,"McFarlane , having spelled out with caution the Israeli arguments and the Iranian blandishments , admitted that ‘ the concept raises a number of imponderable questions’ , including ‘ where this might lead in terms of our being asked to up the ante on more and more arms and where that could conceivably lead …"
811,bring home the bacon,"Rumour had it that , particularly towards the end of the financial year when sales targets were a few thousand off and hopes of bonuses were beginning to fade , the sound of the office globe could be heard spinning as anxious sales staff searched the world for the magic market that would bring home the bacon ."
812,bring home the bacon,Bring home THE BACON
813,bring home the bacon,Local boys Hong Kong made good their pledge to bring home the bacon for retiring coach Jim Rowark .
814,with a view to,Recognising there appeared to be substantial support for this move he approached Robert Naish privately with a view to easing the inevitable changeover .
815,with a view to,"Well , where I currently am is is saying that we should seek to revue the Commission 's overall boundaries with a view to us taking on some extra work , and that meanwhile we should suspend further recruitment ."
816,with a view to,Hinde House was one of ten comprehensive schools approached in the first year with a view to the launching of a school / industry partnership .
817,move heaven and earth,"But I think that 's the only thing were , if I worked in a benefit office I would n't get on very well , because if I saw something I 'd try and move heaven and earth to make everything to go right for me ."
818,move heaven and earth,"Cardiff manager John Lawless moved heaven and earth to get the Coopers back to South Wales this summer and is believed to have given them both an unprecedented £ 10,000 signing on fee and a £ 30,000 salary ."
819,move heaven and earth,Bishop Auckland have also moved heaven and earth to improve their standing .
820,across the board,"Lucas maintains that , in an economy in which all nominal prices are rising , workers face a twofold ‘ signal extraction’ problem ( see Sheffrin , 1983):(a ) ascertaining whether the real supply price of labour is changing when all other prices are in a state of flux;(b ) evaluating the temporary and permanent components of a change in real wages which , in the light of(a ) , may accompany across the board changes in prices ."
821,across the board,Otherwise Congress would have to face the consequences of automatic across - the - board cuts under the Gramm - Rudman - Hollings budget deficit reduction law .
822,tip the scales,"During the fighting around the hotel , sergeant Johnny Dowling and Sergeant Cork of No.1 Troop went to find the tank known to be nearby , for had this been brought into action , its 12 tons or more could have tipped the scales against the commandos ."
823,tip the scales,They were right the eel tipped the scales at 2 lb 2 oz for best of the day !
824,face to face,Because if you leave anything to chance they 'll blow you out when you get face to face .
825,face to face,Those interested in functional explanations of linguistic phenomena ought then to have a considerable interest in the systematics of face - to - face interaction .
826,face to face,top management need to devote a minimum of four full days a year to preparing data personally and having face to face meetings with one or more levels of employees to communicate crucial messages .
827,hold someone's hand,She held her hands out for them to see .
828,hold someone's hand,"If I did n't have to hold my hand because of my parents I 'd have given notice long ago , I 'd have gone to the chief and told him exactly what I think of him ."
829,hold someone's hand,"My big concern is that nine in one go all at the mini divisions and they 're all very much on their own out there , and there 's nobody to hold their hand through any for through the probationary period ."
830,cut from the same cloth,"We were all essentially cut from the same cloth , so to speak ."
831,cut from the same cloth,"These individuals read newspapers fabricated in the offices of the Communist ~ Party ; view only two television channels , both cut from the same cloth ; and listen to radios that play the same worn - out speeches ."
832,cut from the same cloth,And yet attempts to view canine smarts as cut from the same cloth as human intelligence gloss over a lot of the details about how dogs and humans operate .
833,licence to print money,Have not the Government given the French - backed consortium a licence to print money ?
834,licence to print money,"People see music publishing as a licence to print money , which , to an extent , it is ."
835,licence to print money,Franchising is n't a licence to print money .
836,on the mend,"The details of public - sector funds ' investment in the stockmarket are kept murky , the better to make folk think the market is on the mend ."
837,on the mend,"Brimming with official funds , Greece was apparently on the mend ."
838,on the mend,"‘ No news at all,’ she warned , ‘ until I know how you 've been … and whether you are on the mend.’"
839,go all the way,He could have gone all the way’ his former coach Mahommed Aghredien said .
840,go all the way,"Proposals were carried for the creation of "" broad committees "" , "" Leagues of Young Chartists "" and similar groups to attract those "" who will not go all the way with the Minority Movement "" ."
841,go all the way,If you went all the way across the Lake of Dreams you 'd end up in the Lake of Death .
842,come with the territory,It comes with the territory …
843,come with the territory,You need sunshine to ripen grapes and in England unpredicability comes with the territory .
844,the bee's knees,"Not only is WinFax Pro the bee 's knees , it is n't expensive — you can get it for under £ 99 ."
845,the bee's knees,"And er he thought he was the bee 's knees you see , he thought he knew everything about railways ."
846,the bee's knees,I thought your mate Rabbit was the bee 's knees .
847,on the back of,Erm to an extent it it was er on the back of protec protection of agricultural land .
848,on the back of,"The firm generates most of its business on the back of existing large accounts — worth , on average , between £ 70,000 and £ 80,000 a month — and by word of mouth ."
849,on the back of,We will build up pride in individual schools on the back of the influence of parents in what those schools are doing .
850,get a rise out of,She riles you and enjoys getting a rise out of you .
851,get off the ground,"The trouble was that the paper never seemed to get off the ground , which was typical of the Big Flame and ‘ Beyond the Fragments’ approach ."
852,get off the ground,"Paris was first and despite a struggle to get off the ground , the company now has three operations bringing in some £ 200,000 a week ."
853,get off the ground,"Dabbling with such challenging pastimes as mountaineering and long distance canoeing , Graham was in his early 50s when he took up the quadriathlon just as the sport was getting off the ground ."
854,under the table,"And here comes the bad news : there 's work , but it 's ever more often under the table ."
855,under the table,we were nearly under the table
856,under the table,You 've had ample time to get your feet under the table by now and one or two things have come up which I 'd like you to pursue .
857,do someone proud,‘ I enjoyed myself immensely and I hope I did myself proud.’
858,do someone proud,‘ Our display was better than the result and the lads did themselves proud but sometimes Lady Luck dictates how things go .
859,do someone proud,"‘ She 's done him proud,’ said Mrs Flaherty , ‘ I 'll say that for her.’"
860,down to the wire,"No shame , no gain is the subliminal motto , and The Cherrys chase the drongo - rock dragon down to the wire ."
861,down to the wire,In the event the starting line - up went down to the wire .
862,down to the wire,"Coming down to the wire with FileNet imaging , WorkFlo products"
863,go the distance,"IS Scissormen 's first release , a six - track mini - LP that goes some considerable distance towards explaining their steadily - growing popularity in the capital ."
864,go the distance,Preston threw in the towel before it went the whole distance .
865,go the distance,The natural tendency is to try harder with the project that has gone some distance .
866,fast and furious,"Perhaps surprisingly for a conductor who is also a singer , Jacob 's direction tends towards the fast and furious style of Handel interpretation , with dramatically accentuated rhythms and strongly articulated bass lines ."
867,fast and furious,"The debate was fast and furious , with the city workers fighting for better conditions in the factories being strongly supported by the philanthropists , who themselves were trying to preserve the landscape ."
868,fast and furious,"A fast and furious encounter between Aldenham and King Edward School , Witley , had yielded no goals when , with just minutes to go , Aldenham 's Jason Clemow tried a long - range shot , the goalkeeper parried , and Kazeem Abimbola poked in the rebound ."
869,watch this space,Watch this space for details of our next event .
870,watch this space,Watch this space .
871,set the wheels in motion,He promptly referred the caller to Southampton based Royal Scottish Consultant John Buckland who called in Danny to help set the wheels in motion .
872,set the wheels in motion,I merely set a few wheels in motion . '
873,set the wheels in motion,Letters were written ; faxes were sent ; phones rang hot as Dave set the wheels in motion on the mission to rescue Des .
874,to the tune of,"Just as any oppressed man is most enslaved when he becomes shameful in his own eyes , so the Christian is deepest in captivity when not only in his believing but in his doubting too he dances to the tune of his culture 's parody of his faith ."
875,to the tune of,"We know that the British Medical Association say it 's under - funded to the tune of six billion pounds but we 'll say what we said before we took control of this Council , we 'll open the books and we 'll direct resources to priorities ."
876,to the tune of,"General Motors has two dealers in Britain — in Kingston and Manchester — and if you want a Syclone they will only lighten your wallet to the tune of £ 20,000 ."
877,on the back burner,"Cope reckons that the album of B - sides will emerge one day but , with a ‘ Best Of … ’ currently on sale , the idea has been placed on the back - burner indefinitely ."
878,on the back burner,Hornet 's Richard Wolfenden points out that the company has not been liquidated but put on the back burner until production can be resumed abroad with lower costs and overheads .
879,on the back burner,"Furthermore , Adenauer was prepared to put the question of national unity on the back burner as a result of his clear moral choice for the values of the West ."
880,turn the screw,"In the long term there must be improvement as Russia industrializes , but in the short term erm presumably we see the development of , of a , of a sort of Stalinist totalitarianism precisely because the screws are really being turned on people as much work is being got out of them as possible in order to accumulate capital and to build up basic industries and , and , and to divert , I mean not just into heavy industries , but to divert er resources into arms production as well ."
881,turn the screw,Tordo turns the screw …
882,turn the screw,Mark Aston added the touchline kick to his earlier penalty — and then turned the screw with a drop goal .
883,glass ceiling,"The museum's press release says the cracked glass is meant to represent Harris' breaking through the ""glass ceiling,"" a term that refers to the barriers women and minorities face when it comes to career advancement."
884,glass ceiling,"Today's progress is built on the legacy of the women who came before – the trailblazers, like Kamala, who raised their voices, marched for their rights, and ran for elected office; the women who cracked glass ceilings so that other women could shatter them,"" Hotchner said."
885,glass ceiling,Seeing Ng break a glass ceiling that has been rigid for decades serves as proof that the seemingly improbable can become possible through the determination of incredible individuals.
886,grass root,"Any deviation from their leftist agenda regarding President Trump’s policies regarding immigration, border security, speech, religious freedom, climate, education, foreign policy, will be rooted out by Democrats, aided by a complicit media, big tech oligarchs, political elites and their grass root groups, both legitimate and illegitimate, to overthrow the traditional American value of law and order, justified by labeling law enforcement as racist and xenophobic."
887,grass root,"It is hoped that this implementation plan so finalised with the inputs of all associates will be able to translate the vision of the policy in the field and will reach to grass root level creating adequate awareness and motivation and competencies among concerned stakeholders, thereby transforming the school education in the country, the release added."
888,grass root,"We recognise the need for cricket to embrace technology and are aligned to the vision of Smart Cricket Global Ltd. to use it to improve cricket at all levels starting from the grass root to the professional level,"" said Neelesh Bhatnagar, said Delhi Bulls Team Owner."
889,head hunter,It was around this time that Mary was approached by a head hunter who offered her a mysterious job that required top secret clearance.
890,head hunter,Private equity funds pick head hunter Egon Zehnder to find Serie A media boss - sources
891,head hunter,"When he got the call from a head hunter about the open CEO job at Tampa General, it was a no-brainer, Couris said."
892,heavy cross,"One of Ireland's funniest comedians 'Bernard' brings his unique comedy views on the world ranging from why being christened 'Bernard' has been a heavy cross to bare, to what you should put in you washing machine."
893,heavy cross,"OATS has been a heavy cross to bear because it takes so much time and resources,"" compliance chief Baltes says."
894,heavy cross,"Many of those who escaped the genocide like her have borne numerous sufferings since, adding to the heavy cross they already have to bear."
895,banana republic,"The history of the banana republic reminds us that the notion of the United States as a beacon of human rights and democracy is, for all too many across the globe, a lie."
896,banana republic,"“If this is a banana republic with a few very, very rich people and everyone else living in misery, that’s a failure.”"
897,banana republic,"“If this is a banana republic with a few very, very rich people and everyone else living in misery, that’s a failure.”"
898,crocodile tear,"Now he’s shedding a crocodile tear,” said Shivambu."
899,crocodile tear,"Indeed, you were concentrating so hard on getting your story right when giving evidence, you forgot even to shed a crocodile tear.”"
900,crocodile tear,"Congress sheds crocodile tear for Dalits...It only used them for political ends....80 per cent of those being provided citizenship under the Act are Dalits,"" he said."
901,eager beaver,"This eager beaver starts the episode by accusing Detective Holbrook of manipulating Alison's polygraph tests, but after being yelled at by Detective Tanner, he begins to push Spencer away."
902,eager beaver,"My husband, he likes to travel; he's an eager beaver,"" Karolyn said."
903,cutting edge,"Moshe said the contest was a great way for Adama to better get to know the cutting edge work being done in the Israeli agtech sector, as by virtue of the sector’s size it is impossible to know every single company and solution."
904,cutting edge,What technologies do I think are cutting edge?
905,cutting edge,"This project puts Arkansas on the cutting edge of broadband mapping nationally,"" Gov."
906,melting pot,"At a virtual meeting last week, the district’s Board of Education approved two consulting agreements totaling $67,300 designed to provide a better understanding of the role of equity and cultural differences among the melting pot which makes up the student body."
907,melting pot,"A borough whose population is emblematic of a true melting pot, Queens ranks as the most ethnically diverse borough in the city and the third most diverse in the country, according to a study by Axios."
908,melting pot,"Failure to control the circulation of the virus could lead to the UK becoming a “melting pot” for new mutations, he warned."
909,hot potato,"Like the Raptors, the Pacers routinely weave into high ball screens, handing the ball off like a hot potato while swapping sides of the floor, to set up dribble drives."
910,hot potato,A game of hot potato gone awry?” one person questioned.
911,hot potato,"Every one of our kids that caught the ball on the floor, it was like a hot potato, and we are better than that.”"
912,monkey business,"The monkey business problems began in 2017 when Hammonds tried to sell a capuchin monkey to a buyer in California, even though that buyer could not lawfully possess the animal."
913,monkey business,"This astonishing monkey business is actually a learned behavior, the researchers found, with the animals picking up the mischievous technique of robbing and bartering in their first four years of life."
914,monkey business,"In fact, the expedition will be up a tree after their sunken boat splits apart and chimps climb aboard the wreckage, with monkey business ensuing."""
915,big cheese,The former big cheese of Papa John's is weighing in on the pizza chain moving part of its business.
916,big cheese,"After Phil died in March 2017 at age 68, his tribute menu led off with Le Grande Fromage -- French for ""the big cheese,"" as his staff called him."
917,big cheese,"Such as washing dishes at restaurants at just 14, or working his backside off alongside big cheese Michael Meredith at The Grove."
918,nest egg,The survey looking into the business impacts of the pandemic also found seven in 10 businesses impacted by holiday spending reported lower revenues compared to previous holiday seasons -- depriving the businesses of the nest egg typically used to navigate the tougher winter months.
919,nest egg,"Just understand that building a big nest egg for retirement is a long game, and that the stock market will rise for some periods and fall for others — but over the long run it has always gone up."
920,big picture,"I think if we look at the big picture, we can envision a real opportunity here for both organizations from a synergy and programmatic perspective,” added Allen."
921,big picture,"It is time for the governor and the legislature to take a look at ""the big picture"", how the failure to produce reasonable amounts of taxes at the state level negatively affects not only state programs but also county, municipal and school spending and ultimately adds to the property tax burden, heedless of anyone's ability to pay."
922,big picture,"The big picture is, it’s still a pretty friendly environment for stocks,” said David Lefkowitz, head of Americas equities at UBS Global Wealth Management."
923,night owl,"The White House job was well compensated — former chief ushers say salaries run in the $200,000 range — but the days are long, particularly if the president is an early riser or a night owl; Mr. Trump was both."
924,night owl,"I didn't have to do that very often, thank God, but when it was my turn to lay out pages, I would either have to get up before dawn to get the Sports section done (a horrible fate for a night owl like myself) or stay at the office until 2 or 3 a.m. working on the next day's Sports section."
925,night owl,Bonus features such as achievements and a dark mode for the night owl mobile gamers are also included should you need them.
926,fashion plate,"The character is not only a devoted mother and accomplished businesswoman, however, she’s also a fashion plate – not coincidentally since Koslow earned a theater degree, with an emphasis on costume design, from Virginia Polytechnic Institute and State University."
927,fashion plate,"Mahomes is less the fashion plate – although he’s only 25, compared to Brady’s 43, so has barely had time to transition out of his college age wardrobe."
928,fashion plate,"They also provided hands on care, assisted with her fashion plate days, handling assorted chores like picking up meds and transportation."
929,big wig,"The meeting was attended by big wig politicians in the zone, including; the Minister of State for Education; Dr Nwajiuba, former Senate President; Ken Nnamani, Minister of State for Environment; Sharon Ikeazor."
930,big wig,"Perhaps a bulk of your network cannot offer financial support, big wig connections, or other opportunities that are only available to those with money, but they might be the type of people who can put in the work in other places."
931,big wig,Or maybe you think you are the next big wig day trader who is going to make millions in the stock market.
932,flower child,"And AMANDA ABRIGHT (as Bobbi Michele) is certainly too young to have been a ""flower child,"" but she bloomed on stage splendidly!"
933,flower child,Perhaps it looks like it was designed by a flower child from the 60's who had taken heavy drug.
934,flower child,"Pat had lived her life as she wished, sometimes being quite snippy, and sometimes seemed a bit like a flower child."
935,panda car,Police were alerted after the Ford Sierra was seen being driven in Wolsingham in the early hours and was later spotted by two officers in a panda car.
936,black box,But we’re popping the lid off of that black box with the Pitch Deck Teardown.
937,black box,"Dr. Gounder says, ""The Biden administration is inheriting a black box."
938,black box,"Divers are still looking for the cockpit voice recorder, the other of the two black boxes, with military chief Hadi Tjahjanto saying that he was confident it would be found soon."
939,flea market,"In a ""spontaneous"" visit to the Mosta flea market, where the media wasn't invited, the PN leader spoke about his vision for small and medium enterprises."
940,flea market,A common way for people at a swap meet or flea market to display their goods is to use a series of tables strung together in long line at the front of their display space.
941,flea market,"Hardin says 10 different fire trucks from multiple agencies helped contain Tuesday’s massive fire at Keller’s flea market, including Pooler, Garden City, and Savannah Fire."
942,goose egg,"The danger in this episode is brought on by a hematoma, what is more commonly referred to as a ""bump"" or ""goose egg"" after hitting your head."
943,blind alley,"The elders say when you chase a goat to a blind alley, it will turn and face you."
944,blind alley,"The thinking goes that you reach a dead end when ideas fail, but if customers embrace a new way of doing things, the blind alley opens up into a ""huge, broad avenue."""
945,blind alley,"At one point it disappeared under an end table before eventually finding its way back out, like a drunk stumbling out of a blind alley."
946,low profile,"The next morning, the unthinkable has happened (or, if you've seen any iteration of ""Freaky Friday,"" it's pretty thinkable): Millie and The Butcher have swapped bodies, leaving the serial killer free to roam the high school and trapping Millie in a brutish man's body (""I'm a giant,"" she laments, trying and failing to keep a low profile)."
947,low profile,"Radio host Joe Walsh, a former Tea Party congressman and Trump critic, suggests that this relatively quiet period is simply a lull caused by Trump’s recent low profile, and that if Trump were to engage in full after the impeachment trial ended, MAGA would immediately revert back to its normal state of reverence."
948,low profile,"This concern, he added, disturbed the former president who decided that if the courts would not give him a fair hearing, then it was better to keep a low profile."
949,blue blood,He is the No. 19 player in the 2023 class and every blue blood program has expressed interest in him with Kentucky being listed as his lone offer.
950,blue blood,Here's a look at a few instances when these two blue blood programs momentarily fell off the map before they each returned to prominence.
951,blue blood,Nothing against the traditional blue blood programs but when they are down and other teams around them are getting better it makes this sport so much better.
952,grandfather clock,"This can be as simple as sending Marianne’s spirit to deliver a blast of energy to power the fusebox of a broken elevator or, in a more memorable sequence later on, manipulating the hands of a grandfather clock in the real world to scrub forwards and backwards through time in the spirit realm, revealing clues to a hidden door from the phantom presences that appear along the timeline."
953,grandfather clock,"Stewart's flair for drama gives some of the album's tracks a theatrical twist as well, showing off his sense of humor and his nose for camp with flourishes like the distorted grandfather clock chimes that introduce ""Poison"" and the intense bursts of strings on ""Do You."""
954,grandfather clock,"When the railroad’s operating vice president was on vacation, Mr. Geyer seized the moment to have some major cosmetic work done on his office, which featured a “magnificent grandfather clock,” Mr. Lichty said."
955,guinea pig,"Not surprisingly, however, humans don’t want to be guinea pigs and scientists have in the past had little choice but to use animals."
956,guinea pig,"Many trials offer economic incentives to volunteers, some of whom make a livable wage from being human guinea pigs in the name of science."
957,guinea pig,"The Guinea Pig Club was part of these efforts to make life in hospital easier, and to rebuild patients psychologically in preparation for life outside."
958,graveyard shift,The Gadget Show host and former custodian of the CBBC broom cupboard will make way for Rick Edwards who presents E4’s reality dating show Tool Academy but was until now slated for only the graveyard shift of Channel 4’s coverage of the IAAF World Championships.
959,graveyard shift,"Once he went home to Oregon, Tyler Freeman, a Job Corps student working toward a certificate in medical coding and billing, got a job working a graveyard shift — a schedule that prevented him from participating in any live online classes."
960,gravy train,"Coming out of the GNU, Zanu PF has retained all its dictatorial powers or be it with a small concession; the party allow the opposition to win a few gravy train seats to entice them to participate in the flawed elections to give the vote rigging Zanu PF legitimacy."
961,gravy train,"Ever since the 2008 GNU, Zanu PF has toned down the dictatorship by giving away a few gravy train seats and a share of the annual payout from the Political Party Finance Act as bait to entice the opposition to participate in elections even when it is clear Zanu PF was rigging the plebiscite."
962,gravy train,"Lucky shoppers were also able to get Xbox Series X at Very a few days ago (and the DualSense is on sale again at Amazon UK), so the gravy train of new systems is clearly back up and running now that we're in the first working week of 2021."
963,rat run,"When constructed it was anticipated that Korikori Green would be a ‘park lane’ to service the park and not expected to operate as a key link, or become a rat run, in the road network,” says Robyn Denton, City Transportation Operations Team Leader."
964,rock bottom,"Allen, 35, said she realised she had hit rock bottom while supporting Cyrus on her 2014 Bangerz tour."
965,rock bottom,"I think they have to hit rock bottom like an addict, right?"
966,rock bottom,"The thought that my career has crashed brought me down to rock bottom,” Jung said (translation via SCMP)."
967,pipe dream,"Until as recently as Tuesday, the idea of Mr. Draghi replacing Giuseppe Conte as prime minister remained a pipe dream for the many Italians frustrated with a governing coalition that seemed paralyzed by ideological schisms and incompetence, especially as the coronavirus pandemic raged and economic devastation set in."
968,pipe dream,The pipe dream started to gain traction once Derek Watt teamed up with T.J. Watt here in the Steel City.
969,pipe dream,So perhaps my vision of Watson wearing orange and blue is a pipe dream.
970,rocket science,"It was not rocket science in this case to determine that Goebbels was being cited to attack Trump, not to praise Nazis."
971,rocket science,"It’s not rocket science to understand that a growing child needs the right foods to not only fuel the brain for memory and concentration, but to sustain their growth and strengthen their immunity into adulthood."
972,rocket science,"The author’s clear and easily digestible definitions, coupled with wonderful supporting illustrations by Katie Turner, make readers realize that hey, this isn’t rocket science!"
973,poison pill,"Its withdrawal prevents it from returning with a fresh bid for six months unless another bidder enters the fray, although in practice the existing American joint venture between MGM and Entain acts as a poison pill, preventing other suitors coming forward for the FTSE 100 company."
974,poison pill,"In support of management's efforts to stabilize the business, the board also implemented a stockholder rights plan, also known as a poison pill, to make it more difficult for a potential acquirer to gain control of the company."
975,poison pill,"This rule is a disgusting poison pill that the Trump administration cynically issued as the clock on its term ticked down,” stated Weingarten."
976,shrinking violet,"Another, surely, has to be the fact that Klopp and his team will be unable to rely upon the febrile atmosphere that usually accompanies such fixtures and which even had Ferguson — hardly a shrinking violet — openly talking about the intimidation factor of visiting Anfield."
977,shrinking violet,"No shrinking violet, Strakos more than once Tuesday suggested strongly to Cagle that it was time to get the Odyssey rolling, that hungry clients were waiting."
978,shrinking violet,He told SBS News it’s unlikely Mr Trump will become a “shrinking violet and fade quietly into the background” once his presidency ends.
979,silver bullet,"In terms of electric vehicles, overall, it's really important to recognize that they are not the silver bullet for making sure that our transport system as a whole is compatible with both climate and other environmental aspects of the system as a whole,"" Parr said."
980,silver bullet,"Requiring the capture and release of body camera footage, however, isn’t a silver bullet for police misconduct."
981,silver bullet,"There is no silver bullet to meeting the challenge of combating climate change, you need to exploit a number of parallel paths, and that’s exactly what we are doing together with our partners here."
982,damp squib,"Indeed, the only time many English speakers come across the word 'squib' is in the expression 'damp squib' - a dud firecracker."
983,dark horse,"With the Oscar race gathering momentum, Zengel could prove a dark horse entry in the category for Best Supporting Actress, particularly as she was just nominated at the Golden Globes."
984,dark horse,"On Wednesday, NFL insider Ian Rapoport identified the Carolina Panthers as a 'dark horse' team in the race to obtain the talented pro bowl QB."
985,dark horse,"During an appearance on the NFL Network, Rapoport described the Carolina Panthers as a ""dark horse"" and ""really intriguing potential destination"" in a trade for Watson."
986,ivory tower,"Black people, as a result, were forced to educate themselves in research and narrative methods that often ""ran parallel to and separate from what was going on in the Ivory Tower,"" he said."
987,ivory tower,"Now that their ivory tower has started to tremble, it’s time for us to rise up for a better future not just for ourselves, but also for the generations to come."
988,ivory tower,I am very sick of the ivory tower elite making STUPID decisions about education that are pie in the sky not real.
989,kangaroo court,"There's growing pressure on Berlin for a rethink after Russia held a kangaroo court hearing for opposition leader Alexei Navalny on Monday, when he returned to the country following a poisoning attack widely believed to have been perpetrated by Russia's secret police."
990,kangaroo court,"But they resulted in the brief detentions of the whole Dare in Zambia, the incarceration of Zipa commanders in Mozambique and, later on, the incarceration of the whole of Chitepo’s Dare and its senior commanders by Mugabe after a kangaroo court held at Chimoio that saw Mudzi and others sentenced to death by Mugabe."
991,kangaroo court,"It would sound like hyperbole if it weren’t for the fact that last Wednesday, an armed mob was in the Capitol, asking, ‘Where’s Pence?’, with at least some discussion of taking plans to hold people hostage and hold them for, you know, kangaroo court trials,” Steffey said."
992,sitting duck,"Custer County Commissioner Mark Hartman has previously said he ""doesn’t want the courthouse to be a sitting duck for bad actors who may come to the courthouse to cause problems,"" the Custer County Chronicle reported in November."
993,double cross,There also seems to be a game of double cross played by the hero and the villain and a question mark as to who is really the good guy adding up to the intrigue.
994,double cross,"Deception and heartbreak abound and when the double cross of the double cross arrives, it is handled with a customary le Carré jab."
995,double cross,"For the men of MI-5, Chapman was an ideal candidate to double cross."
